FD01542862_02334	Sal_68	19	78	3.7e-06	0.69	124	184	1	19.5	59	87	6	85	hmmscan
FD01542862_02334	Sal_92	25	78	1e-05	0.62	25	80	1	17.9	53	87	5	85	hmmscan
FD01542868_01694	10k_model_26	227	268	0.0003	0.13	37	78	1	13.5	41	335	207	284	hmmscan
FD01542875_00459	Sal_75	100	142	8.6e-17	0.20	4	46	1	53.9	42	213	97	144	hmmscan
FD01542875_00459	Sal_75	142	213	4.8e-33	0.34	31	102	1	106.1	71	213	141	213	hmmscan
FD01542875_00459	Sal_104	96	143	2.5e-17	0.23	1	48	1	56.0	47	213	96	145	hmmscan
FD01542875_00459	Sal_104	142	211	1.8e-21	0.33	32	97	1	69.3	69	213	139	212	hmmscan
FD01542875_00459	Sal_105	100	200	1.2e-11	0.47	2	98	1	37.4	100	213	99	202	hmmscan
FD01542875_00459	Sal_90	98	190	1e-10	0.44	2	119	1	34.4	92	213	97	210	hmmscan
FD01542875_00459	Sal_78	98	167	4.1e-09	0.33	2	64	1	29.1	69	213	97	199	hmmscan
FD01542875_00459	Sal_73	142	210	0.00089	0.32	40	95	1	12.0	68	213	125	212	hmmscan
FD01542875_04680	10k_model_61	15	77	5e-06	0.78	66	123	1	19.8	62	81	3	77	hmmscan
FD01542877_02801	10k_model_40	35	72	0.0009	0.11	24	61	1	12.3	37	350	17	107	hmmscan
FD01542877_02801	10k_model_40	136	158	60	0.07	10	35	1	-3.2	22	350	133	176	hmmscan
FD01542877_02801	10k_model_40	274	297	30	0.07	26	49	1	-2.2	23	350	266	323	hmmscan
FD01542880_04316	10k_model_57	1254	1354	9.8e-45	0.07	2	103	1	144.0	100	1364	1253	1355	hmmscan
FD01542880_04316	10k_model_37	1257	1355	1.6e-43	0.07	1	100	1	140.0	98	1364	1257	1355	hmmscan
FD01542880_04316	Sal_94	420	448	4.5	0.02	15	44	1	-0.1	28	1364	412	451	hmmscan
FD01542880_04316	Sal_94	661	707	6.9e-38	0.03	1	47	1	121.0	46	1364	661	707	hmmscan
FD01542880_04316	Sal_94	815	820	60	0.00	5	10	1	-3.7	5	1364	814	838	hmmscan
FD01542880_04316	Sal_94	1031	1048	3.3	0.01	18	35	1	0.3	17	1364	1027	1052	hmmscan
FD01542880_04316	Sal_99	223	318	2.2e-24	0.07	17	114	1	79.5	95	1364	210	318	hmmscan
FD01542880_04316	Sal_99	622	651	84	0.02	83	112	1	-3.0	29	1364	578	653	hmmscan
FD01542880_04316	Sal_80	38	84	23	0.03	46	88	1	-1.8	46	1364	16	86	hmmscan
FD01542880_04316	Sal_80	142	272	2.4e-22	0.10	3	123	1	72.5	130	1364	140	274	hmmscan
FD01542880_04316	Sal_85	600	611	67	0.01	21	34	1	-3.9	11	1364	599	616	hmmscan
FD01542880_04316	Sal_85	1178	1206	1.9e-22	0.02	1	29	1	71.6	28	1364	1178	1213	hmmscan
FD01542880_04316	Sal_93	446	469	3.8e-15	0.02	1	24	1	48.5	23	1364	446	473	hmmscan
FD01542880_04316	Sal_76	18	30	67	0.01	4	16	1	-3.4	12	1364	17	31	hmmscan
FD01542880_04316	Sal_76	222	253	4.9e-06	0.02	25	56	1	19.4	31	1364	205	253	hmmscan
FD01542886_04308	Sal_88	650	728	1.3e-50	0.11	1	79	1	162.2	78	729	650	728	hmmscan
FD01542886_04308	Sal_86	605	712	6.5e-23	0.15	55	162	1	73.6	107	729	602	723	hmmscan
FD01542886_04308	Sal_81	611	710	2.4e-20	0.14	3	102	1	65.6	99	729	609	710	hmmscan
FD01542886_04308	Sal_69	616	711	9e-18	0.13	2	97	1	56.8	95	729	615	721	hmmscan
FD01542886_04308	Sal_87	657	712	6.1e-05	0.08	4	61	1	15.8	55	729	654	722	hmmscan
FD01542886_04308	Sal_96	62	106	0.47	0.06	5	49	1	2.9	44	729	60	115	hmmscan
FD01542886_04308	Sal_96	657	705	0.00085	0.07	94	142	1	11.8	48	729	600	709	hmmscan
FD01542894_04452	10k_model_58	153	252	6e-55	0.39	1	100	1	176.6	99	257	153	253	hmmscan
FD01542894_04452	10k_model_36	49	63	67	0.06	29	43	1	-3.3	14	257	35	66	hmmscan
FD01542894_04452	10k_model_36	156	252	8.4e-54	0.38	1	97	1	172.7	96	257	156	252	hmmscan
FD01542894_04452	Sal_85	76	104	2.7e-23	0.11	1	29	1	74.3	28	257	76	113	hmmscan
FD01542897_04516	10k_model_5	40	78	0.00095	0.16	28	64	1	12.1	38	241	17	91	hmmscan
FD01542897_04516	10k_model_5	159	173	19	0.06	38	53	1	-1.8	14	241	128	184	hmmscan
FD01542898_03252	10k_model_25	16	80	0.043	0.15	198	260	1	5.7	64	439	11	83	hmmscan
FD01542898_03252	10k_model_25	149	192	2.2	0.10	209	250	1	0.1	43	439	135	197	hmmscan
FD01542905_04087	Sal_80	141	182	1.6e-05	0.03	67	111	1	18.1	41	1417	135	193	hmmscan
FD01542905_04087	Sal_85	876	890	49	0.01	18	32	1	-3.4	14	1417	874	899	hmmscan
FD01542905_04087	Sal_85	1188	1201	0.0003	0.01	16	29	1	13.3	13	1417	1185	1204	hmmscan
FD01542906_04158	10k_model_61	130	174	1e-05	0.16	49	91	1	18.8	44	287	121	200	hmmscan
FD01542921_03238	Sal_89	101	135	28	0.12	53	87	1	-2.5	34	302	91	142	hmmscan
FD01542921_03238	Sal_89	178	286	3e-06	0.36	25	131	1	20.0	108	302	171	293	hmmscan
FD01542924_03421	Sal_89	221	351	4.1e-27	0.36	1	140	1	87.6	130	359	221	351	hmmscan
FD01542925_03025	10k_model_61	130	174	1e-05	0.16	49	91	1	18.8	44	287	122	201	hmmscan
FD01542927_02423	Sal_94	527	542	0.0011	0.02	27	42	1	11.5	15	772	524	546	hmmscan
FD01542935_03206	10k_model_61	88	153	1.2e-05	0.42	66	123	1	18.6	65	157	41	153	hmmscan
FD01542939_04462	Sal_86	499	555	1.4e-08	0.08	28	84	1	26.8	56	704	482	555	hmmscan
FD01542939_04462	Sal_86	544	697	3.8e-66	0.22	25	178	1	214.4	153	704	543	700	hmmscan
FD01542939_04462	Sal_69	507	555	5.5e-05	0.07	4	52	1	15.6	48	704	497	558	hmmscan
FD01542939_04462	Sal_69	553	586	4.5e-05	0.05	2	35	1	15.9	33	704	552	587	hmmscan
FD01542939_04462	Sal_69	584	691	2.6e-48	0.15	1	108	1	155.0	107	704	584	692	hmmscan
FD01542939_04462	Sal_81	510	555	0.0022	0.07	5	50	1	11.1	45	704	498	558	hmmscan
FD01542939_04462	Sal_81	555	621	6.3e-20	0.10	2	68	1	64.3	66	704	554	623	hmmscan
FD01542939_04462	Sal_81	614	676	2e-11	0.09	37	99	1	36.9	62	704	612	679	hmmscan
FD01542939_04462	Sal_88	598	620	0.62	0.03	4	26	1	3.0	22	704	595	623	hmmscan
FD01542939_04462	Sal_88	625	669	2.2e-07	0.06	7	51	1	23.7	44	704	620	682	hmmscan
FD01542939_04462	Sal_96	499	570	3.6	0.10	7	78	1	0.0	71	704	494	581	hmmscan
FD01542939_04462	Sal_96	551	670	7.4e-08	0.17	22	138	1	25.0	119	704	545	677	hmmscan
FD01542939_04462	Sal_87	627	664	0.00026	0.05	5	42	1	13.7	37	704	624	694	hmmscan
FD01542939_04462	Sal_68	499	566	0.095	0.10	46	128	1	5.1	67	704	485	594	hmmscan
FD01542939_04462	Sal_68	551	640	0.078	0.13	58	138	1	5.4	89	704	547	646	hmmscan
FD01542940_00654	Sal_104	94	191	3.7e-43	0.51	1	98	1	138.8	97	192	94	191	hmmscan
FD01542940_00654	Sal_75	34	59	43	0.14	19	44	1	-2.9	25	192	32	62	hmmscan
FD01542940_00654	Sal_75	99	190	4.4e-26	0.48	5	100	1	83.8	91	192	96	192	hmmscan
FD01542940_00654	Sal_78	98	178	1.2e-13	0.42	4	84	1	43.7	80	192	95	178	hmmscan
FD01542940_00654	Sal_105	99	142	0.00016	0.23	3	46	1	14.6	43	192	97	151	hmmscan
FD01542940_00654	Sal_105	152	179	0.0043	0.15	71	98	1	10.0	27	192	144	181	hmmscan
FD01542940_00654	Sal_90	98	147	0.0005	0.26	4	55	1	12.6	49	192	95	154	hmmscan
FD01542940_00654	Sal_90	153	191	0.034	0.20	104	140	1	6.7	38	192	150	191	hmmscan
FD01542940_04614	10k_model_16	96	114	0.00078	0.12	88	106	1	12.4	18	152	90	117	hmmscan
FD01542942_00782	10k_model_9	145	188	0.00066	0.19	43	82	1	13.2	43	228	142	196	hmmscan
FD01542947_01216	10k_model_25	11	19	24	0.05	202	223	1	-3.3	8	179	4	27	hmmscan
FD01542947_01216	10k_model_25	41	118	0.00022	0.44	171	254	1	13.2	77	179	35	122	hmmscan
FD01542950_00693	10k_model_25	25	51	1.8	0.32	192	249	1	0.3	26	84	1	78	hmmscan
FD01542950_04626	Sal_86	499	555	1.4e-08	0.08	28	84	1	26.8	56	704	482	555	hmmscan
FD01542950_04626	Sal_86	544	697	3.8e-66	0.22	25	178	1	214.4	153	704	543	700	hmmscan
FD01542950_04626	Sal_69	507	555	5.5e-05	0.07	4	52	1	15.6	48	704	497	558	hmmscan
FD01542950_04626	Sal_69	553	586	4.5e-05	0.05	2	35	1	15.9	33	704	552	587	hmmscan
FD01542950_04626	Sal_69	584	691	2.6e-48	0.15	1	108	1	155.0	107	704	584	692	hmmscan
FD01542950_04626	Sal_81	510	555	0.0022	0.07	5	50	1	11.1	45	704	498	558	hmmscan
FD01542950_04626	Sal_81	555	621	6.3e-20	0.10	2	68	1	64.3	66	704	554	623	hmmscan
FD01542950_04626	Sal_81	614	676	2e-11	0.09	37	99	1	36.9	62	704	612	679	hmmscan
FD01542950_04626	Sal_88	598	620	0.62	0.03	4	26	1	3.0	22	704	595	623	hmmscan
FD01542950_04626	Sal_88	625	669	2.2e-07	0.06	7	51	1	23.7	44	704	620	682	hmmscan
FD01542950_04626	Sal_96	499	570	3.6	0.10	7	78	1	0.0	71	704	494	581	hmmscan
FD01542950_04626	Sal_96	551	670	7.4e-08	0.17	22	138	1	25.0	119	704	545	677	hmmscan
FD01542950_04626	Sal_87	627	664	0.00026	0.05	5	42	1	13.7	37	704	624	694	hmmscan
FD01542950_04626	Sal_68	498	566	0.08	0.10	61	128	1	5.3	68	704	486	579	hmmscan
FD01542950_04626	Sal_68	551	640	0.066	0.13	58	138	1	5.6	89	704	547	647	hmmscan
FD01542951_02383	10k_model_61	113	140	0.0026	0.11	70	92	1	11.1	27	253	41	150	hmmscan
FD01542955_04107	Sal_80	335	452	7.9e-47	0.08	2	124	1	151.5	117	1547	334	453	hmmscan
FD01542955_04107	10k_model_3	768	777	28	0.01	46	55	1	-2.3	9	1547	744	779	hmmscan
FD01542955_04107	10k_model_3	1450	1536	1.5e-42	0.06	2	88	1	136.4	86	1547	1449	1537	hmmscan
FD01542955_04107	Sal_99	386	500	2.1e-20	0.07	4	114	1	66.6	114	1547	385	500	hmmscan
FD01542955_04107	Sal_76	394	431	2.1e-05	0.02	21	56	1	17.5	37	1547	381	431	hmmscan
FD01542955_04107	Sal_85	775	790	55	0.01	25	40	1	-3.6	15	1547	772	796	hmmscan
FD01542955_04107	Sal_85	1167	1181	0.5	0.01	21	35	1	3.0	14	1547	1165	1188	hmmscan
FD01542955_04107	Sal_85	1385	1400	0.0062	0.01	14	29	1	9.1	15	1547	1383	1405	hmmscan
FD01542957_01345	Sal_96	126	179	0.00095	0.23	4	56	1	11.6	53	232	123	191	hmmscan
FD01542959_01870	10k_model_3	143	152	14	0.01	46	55	1	-1.3	9	922	117	155	hmmscan
FD01542959_01870	10k_model_3	825	911	8e-43	0.09	2	88	1	137.3	86	922	824	912	hmmscan
FD01542959_01870	Sal_85	149	167	22	0.02	24	41	1	-2.3	18	922	146	172	hmmscan
FD01542959_01870	Sal_85	542	556	0.28	0.02	21	35	1	3.7	14	922	540	563	hmmscan
FD01542959_01870	Sal_85	760	775	0.0035	0.02	14	29	1	9.9	15	922	758	780	hmmscan
FD01542960_03939	10k_model_61	114	144	0.00023	0.12	73	98	1	14.5	30	252	59	155	hmmscan
FD01542960_04689	10k_model_61	967	1096	6.9e-45	0.12	2	123	1	145.3	129	1096	966	1096	hmmscan
FD01542960_04689	Sal_103	141	163	41	0.02	3	28	1	-2.7	22	1096	139	184	hmmscan
FD01542960_04689	Sal_103	164	196	65	0.03	4	37	1	-3.3	32	1096	161	208	hmmscan
FD01542960_04689	Sal_103	613	636	1.8e-11	0.02	1	24	1	36.9	23	1096	613	641	hmmscan
FD01542960_04689	Sal_103	651	667	35	0.02	3	19	1	-2.5	16	1096	650	671	hmmscan
FD01542960_04689	Sal_74	875	888	0.00054	0.01	69	82	1	13.3	13	1096	871	888	hmmscan
FD01542961_04521	10k_model_61	144	222	3.4e-05	0.35	54	123	1	17.2	78	226	91	222	hmmscan
FD01542963_03387	10k_model_46	24	89	3.8e-06	0.11	2	63	1	20.0	65	610	23	101	hmmscan
FD01542968_04504	10k_model_4	16	72	4.3e-05	0.23	30	82	1	16.4	56	243	5	105	hmmscan
FD01542968_04504	10k_model_59	16	84	5.6e-05	0.28	48	116	1	15.4	68	243	6	101	hmmscan
FD01542969_01511	10k_model_14	68	83	3.1	0.06	81	96	1	0.8	15	278	41	91	hmmscan
FD01542969_01511	10k_model_14	214	265	0.0074	0.19	16	67	1	9.2	51	278	202	269	hmmscan
FD01542983_01380	Sal_88	650	728	5.2e-51	0.11	1	79	1	163.5	78	729	650	728	hmmscan
FD01542983_01380	Sal_86	605	712	2.6e-23	0.15	55	162	1	74.9	107	729	602	724	hmmscan
FD01542983_01380	Sal_81	611	710	2.4e-20	0.14	3	102	1	65.6	99	729	609	710	hmmscan
FD01542983_01380	Sal_69	616	711	9e-18	0.13	2	97	1	56.8	95	729	615	722	hmmscan
FD01542983_01380	Sal_87	657	712	6.1e-05	0.08	4	61	1	15.8	55	729	654	722	hmmscan
FD01542983_01380	Sal_96	62	106	0.45	0.06	5	49	1	2.9	44	729	60	115	hmmscan
FD01542983_01380	Sal_96	382	405	21	0.03	60	83	1	-2.5	23	729	369	408	hmmscan
FD01542983_01380	Sal_96	657	705	0.00085	0.07	94	142	1	11.8	48	729	600	709	hmmscan
FD01543006_03809	Sal_103	72	118	0.01	0.09	2	53	1	8.8	46	540	71	131	hmmscan
FD01543006_03809	Sal_103	464	503	4.1	0.07	5	44	1	0.5	39	540	462	505	hmmscan
FD01543122_01569	10k_model_28	74	136	0.087	0.26	11	73	1	5.7	62	239	70	146	hmmscan
FD01543122_01569	10k_model_28	187	235	0.18	0.21	31	79	1	4.7	48	239	173	239	hmmscan
FD01543122_03712	Sal_84	139	166	7	0.06	8	35	1	-0.0	27	478	136	172	hmmscan
FD01543122_03712	Sal_84	205	251	1.4	0.10	24	70	1	2.2	46	478	186	260	hmmscan
FD01543122_03712	Sal_84	242	279	0.021	0.08	37	74	1	8.1	37	478	229	291	hmmscan
FD01543122_03712	Sal_84	332	353	4.5	0.05	57	78	1	0.6	21	478	319	374	hmmscan
FD01543122_03712	Sal_84	354	391	2.2	0.08	34	69	1	1.6	37	478	347	399	hmmscan
FD01543128_01971	10k_model_46	24	89	3.8e-06	0.11	2	63	1	20.0	65	610	23	101	hmmscan
FD01543133_00133	10k_model_14	79	94	3.4	0.06	81	96	1	0.7	15	289	56	102	hmmscan
FD01543133_00133	10k_model_14	225	276	0.0079	0.18	16	67	1	9.1	51	289	213	280	hmmscan
FD01543133_01172	10k_model_4	16	73	0.0013	0.24	30	86	1	11.6	57	245	5	92	hmmscan
FD01543133_01172	10k_model_59	16	74	0.0013	0.24	48	101	1	10.9	58	245	6	100	hmmscan
FD01543133_02289	10k_model_43	175	213	0.41	0.11	36	73	1	3.9	38	343	150	236	hmmscan
FD01543133_02289	10k_model_43	248	306	0.052	0.17	40	98	1	6.8	58	343	224	310	hmmscan
FD01543134_01243	Sal_103	72	118	0.01	0.09	2	53	1	8.8	46	540	71	131	hmmscan
FD01543134_01243	Sal_103	464	503	4.1	0.07	5	44	1	0.5	39	540	462	505	hmmscan
FD01543135_01113	10k_model_14	90	105	3.6	0.05	81	96	1	0.6	15	300	67	113	hmmscan
FD01543135_01113	10k_model_14	236	287	0.0083	0.17	16	67	1	9.1	51	300	223	291	hmmscan
FD01543135_02937	10k_model_29	43	100	0.00096	0.14	21	76	1	12.6	57	423	27	123	hmmscan
FD01543135_03161	10k_model_46	21	86	3.8e-06	0.11	2	63	1	20.0	65	607	20	98	hmmscan
FD01543137_02542	Sal_87	658	746	4.3e-46	0.12	1	88	1	147.7	88	748	658	746	hmmscan
FD01543137_02542	Sal_86	69	82	43	0.02	66	79	1	-4.1	13	748	66	91	hmmscan
FD01543137_02542	Sal_86	607	722	1.2e-13	0.16	53	165	1	43.4	115	748	605	738	hmmscan
FD01543137_02542	Sal_81	69	79	1e+02	0.01	16	64	1	-4.0	10	748	65	90	hmmscan
FD01543137_02542	Sal_81	617	702	1.5e-12	0.11	5	90	1	40.6	85	748	613	717	hmmscan
FD01543137_02542	Sal_69	620	706	4.5e-10	0.12	2	89	1	32.0	86	748	606	725	hmmscan
FD01543137_02542	Sal_88	657	704	1.8e-05	0.06	4	51	1	17.5	47	748	655	728	hmmscan
FD01543142_00883	10k_model_9	145	188	0.0007	0.19	43	82	1	13.1	43	228	142	190	hmmscan
FD01543145_00864	10k_model_14	68	83	3.2	0.06	81	96	1	0.7	15	278	45	91	hmmscan
FD01543145_00864	10k_model_14	214	265	0.0072	0.19	16	67	1	9.3	51	278	199	269	hmmscan
FD01543146_01117	Sal_77	2	16	0.071	0.10	17	31	1	5.8	14	146	1	23	hmmscan
FD01543146_01117	Sal_77	64	77	0.18	0.10	12	25	1	4.5	13	146	60	80	hmmscan
FD01543152_02799	Sal_94	527	542	0.0011	0.02	27	42	1	11.5	15	772	524	546	hmmscan
FD01543153_02661	10k_model_61	130	174	1e-05	0.16	49	91	1	18.8	44	287	121	200	hmmscan
FD01543157_01586	10k_model_28	81	143	0.074	0.26	11	73	1	6.0	62	246	75	153	hmmscan
FD01543157_01586	10k_model_28	194	242	0.19	0.20	31	79	1	4.6	48	246	180	246	hmmscan
FD01543159_00987	10k_model_61	144	222	6.5e-05	0.35	54	123	1	16.3	78	226	92	222	hmmscan
FD01543166_01868	10k_model_14	68	83	3.1	0.06	81	96	1	0.8	15	278	41	91	hmmscan
FD01543166_01868	10k_model_14	214	265	0.0074	0.19	16	67	1	9.2	51	278	202	269	hmmscan
FD01543167_02437	10k_model_25	16	80	0.043	0.15	198	260	1	5.7	64	439	11	83	hmmscan
FD01543167_02437	10k_model_25	149	192	2.2	0.10	209	250	1	0.1	43	439	135	197	hmmscan
FD01543168_03829	10k_model_16	96	114	0.00078	0.12	88	106	1	12.4	18	152	90	117	hmmscan
FD01543174_02066	Sal_80	335	452	1.3e-46	0.08	2	124	1	150.8	117	1568	334	453	hmmscan
FD01543174_02066	10k_model_10	1448	1561	5.9e-44	0.07	1	117	1	142.5	113	1568	1448	1561	hmmscan
FD01543174_02066	Sal_99	386	500	2.1e-20	0.07	4	114	1	66.7	114	1568	385	500	hmmscan
FD01543174_02066	10k_model_17	1030	1045	67	0.01	11	26	1	-3.8	15	1568	1028	1053	hmmscan
FD01543174_02066	10k_model_17	1448	1519	2.2e-09	0.05	7	87	1	30.0	71	1568	1444	1538	hmmscan
FD01543174_02066	10k_model_40	1450	1515	2.7e-06	0.04	3	81	1	20.3	65	1568	1449	1520	hmmscan
FD01543174_02066	Sal_76	395	431	2.4e-05	0.02	22	56	1	17.3	36	1568	383	431	hmmscan
FD01543174_02066	Sal_85	775	790	55	0.01	25	40	1	-3.6	15	1568	772	796	hmmscan
FD01543174_02066	Sal_85	1167	1181	0.51	0.01	21	35	1	2.9	14	1568	1165	1188	hmmscan
FD01543174_02066	Sal_85	1385	1400	0.0063	0.01	14	29	1	9.1	15	1568	1383	1405	hmmscan
FD01543177_02572	Sal_96	126	179	0.00095	0.23	4	56	1	11.6	53	232	123	191	hmmscan
FD01543178_00722	10k_model_26	214	268	0.00013	0.16	22	78	1	14.6	54	335	206	284	hmmscan
FD01543182_03554	Sal_89	206	286	1.3e-06	0.27	52	131	1	21.2	80	302	184	293	hmmscan
FD01543183_02451	10k_model_48	4	17	0.14	0.21	84	97	1	5.6	13	68	2	18	hmmscan
FD01543183_02451	10k_model_48	20	50	0.12	0.46	19	51	1	5.8	30	68	15	65	hmmscan
FD01543189_04167	Sal_104	161	224	3.9e-10	0.28	33	98	1	32.9	63	225	152	224	hmmscan
FD01543189_04167	Sal_75	161	224	3.9e-09	0.28	32	101	1	29.4	63	225	151	225	hmmscan
FD01543189_04167	Sal_90	144	203	1e-06	0.27	39	97	1	21.4	59	225	115	212	hmmscan
FD01543189_04167	Sal_78	29	44	65	0.07	31	46	1	-3.6	15	225	28	49	hmmscan
FD01543189_04167	Sal_78	153	198	0.00029	0.20	32	77	1	13.6	45	225	138	211	hmmscan
FD01543198_02391	Sal_89	27	44	58	0.06	62	81	1	-3.6	17	302	21	50	hmmscan
FD01543198_02391	Sal_89	201	286	1.8e-06	0.28	49	131	1	20.8	85	302	190	293	hmmscan
FD01543203_01652	10k_model_34	431	473	0.51	0.05	16	61	1	3.6	42	914	422	474	hmmscan
FD01543203_01652	10k_model_34	478	500	0.25	0.03	37	59	1	4.6	22	914	475	503	hmmscan
FD01543203_01652	10k_model_34	729	762	8.6	0.04	24	57	1	-0.4	33	914	697	773	hmmscan
FD01543203_02920	Sal_103	72	118	0.01	0.09	2	53	1	8.8	46	540	71	131	hmmscan
FD01543203_02920	Sal_103	464	503	4.1	0.07	5	44	1	0.5	39	540	462	505	hmmscan
FD01543204_00124	10k_model_61	114	144	0.0002	0.12	73	98	1	14.7	30	252	55	155	hmmscan
FD01543205_00108	Sal_89	201	286	1.8e-06	0.28	49	131	1	20.8	85	302	190	293	hmmscan
FD01543205_03226	10k_model_61	130	174	4.8e-06	0.16	49	91	1	19.9	44	287	121	200	hmmscan
FD01543211_00960	10k_model_46	24	89	3.8e-06	0.11	2	63	1	20.0	65	610	23	101	hmmscan
